route,service_type,cause,start_time,station,delay_min,weather,year
Bern-Biel,IR,External,2024-03-04 13:25:00,Lyss,2,fog,2024
S5 Bern,S,Rolling stock,2024-03-04 19:28:00,Burgdorf,2,clear,2024
Zürich-Luzern,IC,Infrastructure,2024-03-05 18:46:00,Luzern,28,clear,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-03-06 11:20:00,Schaffhausen,2,clear,2024
Lausanne-Brig,IR,External,2024-03-06 16:10:00,Lausanne,10,snow,2024
Zürich-Genève,IC,Boarding,2024-03-06 18:23:00,Genève,2,clear,2024
Bern-Brig,IC,Boarding,2024-03-07 13:52:00,Bern,2,fog,2024
Basel-Lausanne,IC,Rolling stock,2024-03-07 19:23:00,Basel SBB,3,clear,2024
Olten-Zofingen,RE,External,2024-03-08 08:58:00,Zofingen,6,rain,2024
Zürich-Chur,IC,External,2024-03-08 12:42:00,Zürich HB,4,clear,2024
Genève-Lausanne,IC,Infrastructure,2024-03-08 20:29:00,Genève,16,clear,2024
Lugano-Locarno,RE,Infrastructure,2024-03-09 08:07:00,Lugano,12,clear,2024
Basel-Olten,IC,Connection wait,2024-03-09 13:39:00,Olten,3,fog,2024
S5 Bern,S,External,2024-03-10 06:09:00,Burgdorf,6,snow,2024
Bern-Belp,RE,External,2024-03-10 13:10:00,Belp,16,clear,2024
Lugano-Locarno,RE,Boarding,2024-03-10 21:24:00,Locarno,11,clear,2024
S1 Lausanne,S,Infrastructure,2024-03-12 23:45:00,Yverdon,2,clear,2024
Olten-Zofingen,RE,External,2024-03-13 02:03:00,Olten,10,clear,2024
Zürich-Bern,IC,Operations,2024-03-13 17:52:00,Bern,2,fog,2024
Zürich-Schaffhausen,IR,Operations,2024-03-13 19:06:00,Zürich HB,2,rain,2024
Zürich-Genève,IC,Connection wait,2024-03-14 17:40:00,Genève,2,clear,2024
Bern-Brig,IC,Infrastructure,2024-03-14 20:25:00,Brig,2,clear,2024
Zürich-Bern,IC,External,2024-03-15 02:03:00,Zürich HB,10,fog,2024
Bern-Biel,IR,Rolling stock,2024-03-15 15:26:00,Bern,18,clear,2024
Bern-Brig,IC,External,2024-03-15 20:47:00,Spiez,10,snow,2024
Bern-Belp,RE,Infrastructure,2024-03-16 01:31:00,Belp,2,rain,2024
St. Gallen-Zürich,IR,Operations,2024-03-16 10:28:00,St. Gallen,4,clear,2024
Zürich-Bern,IC,Operations,2024-03-16 21:33:00,Bern,11,clear,2024
Basel-Lausanne,IC,Infrastructure,2024-03-17 14:30:00,Basel SBB,48,clear,2024
Basel-Olten,IC,Rolling stock,2024-03-18 07:57:00,Olten,8,clear,2024
Olten-Zofingen,RE,Infrastructure,2024-03-18 21:03:00,Zofingen,8,clear,2024
Basel-Olten,IC,Boarding,2024-03-19 07:52:00,Olten,2,clear,2024
Basel-Lausanne,IC,Infrastructure,2024-03-19 11:15:00,Lausanne,2,rain,2024
Lausanne-Brig,IR,External,2024-03-19 12:20:00,Sion,2,clear,2024
Zürich-Luzern,IC,Rolling stock,2024-03-19 12:54:00,Zürich HB,10,clear,2024
Lugano-Locarno,RE,Infrastructure,2024-03-19 18:24:00,Lugano,5,clear,2024
S1 Lausanne,S,Operations,2024-03-19 20:01:00,Lausanne,3,clear,2024
Genève-Lausanne,IC,Operations,2024-03-20 17:11:00,Nyon,7,clear,2024
S6 Basel,S,Operations,2024-03-21 02:52:00,Basel SBB,2,clear,2024
Genève-Lausanne,IC,Rolling stock,2024-03-21 08:00:00,Genève,2,clear,2024
S2 Zürich,S,Boarding,2024-03-22 09:41:00,Zürich HB,8,clear,2024
Zürich-Schaffhausen,IR,Boarding,2024-03-22 11:36:00,Bülach,7,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-03-22 22:11:00,Zürich HB,5,clear,2024
S5 Bern,S,Infrastructure,2024-03-23 08:35:00,Burgdorf,8,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-03-24 17:07:00,Lausanne,14,snow,2024
S5 Bern,S,Rolling stock,2024-03-24 23:17:00,Burgdorf,4,rain,2024
Basel-Lausanne,IC,Rolling stock,2024-03-25 05:57:00,Basel SBB,2,clear,2024
Zürich-Luzern,IC,Connection wait,2024-03-25 08:49:00,Zug,2,clear,2024
Lugano-Locarno,RE,Operations,2024-03-25 13:41:00,Lugano,2,clear,2024
S1 Lausanne,S,Rolling stock,2024-03-25 17:28:00,Lausanne,31,rain,2024
Bern-Brig,IC,Infrastructure,2024-03-26 03:13:00,Bern,7,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-03-26 11:02:00,St. Gallen,6,clear,2024
Zürich-Luzern,IC,Rolling stock,2024-03-26 14:06:00,Zug,6,clear,2024
S1 Lausanne,S,Rolling stock,2024-03-27 13:23:00,Yverdon,7,snow,2024
S2 Zürich,S,Infrastructure,2024-03-27 21:05:00,Effretikon,5,rain,2024
Zürich-Luzern,IC,Operations,2024-03-28 18:43:00,Zug,19,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-03-29 15:32:00,St. Gallen,6,rain,2024
Basel-Olten,IC,Operations,2024-03-30 07:39:00,Basel SBB,25,snow,2024
Zürich-Bern,IC,Infrastructure,2024-03-30 09:00:00,Zürich HB,25,rain,2024
S6 Basel,S,Infrastructure,2024-03-30 14:55:00,Pratteln,19,rain,2024
Bern-Belp,RE,External,2024-03-31 09:56:00,Bern,19,clear,2024
S6 Basel,S,Infrastructure,2024-03-31 11:40:00,Pratteln,2,clear,2024
Zürich-Chur,IC,Infrastructure,2024-04-01 08:33:00,Chur,6,clear,2024
Genève-Lausanne,IC,Boarding,2024-04-01 17:15:00,Genève,24,clear,2024
Bern-Belp,RE,Operations,2024-04-03 08:33:00,Bern,20,clear,2024
Bern-Brig,IC,External,2024-04-03 18:11:00,Spiez,6,clear,2024
S2 Zürich,S,Infrastructure,2024-04-04 05:41:00,Effretikon,8,clear,2024
Lausanne-Brig,IR,Operations,2024-04-04 14:22:00,Sion,3,clear,2024
Genève-Lausanne,IC,Operations,2024-04-04 16:25:00,Nyon,18,rain,2024
Basel-Olten,IC,Infrastructure,2024-04-05 22:05:00,Liestal,25,rain,2024
Zürich-Genève,IC,Infrastructure,2024-04-06 01:45:00,Lausanne,37,clear,2024
Basel-Olten,IC,Operations,2024-04-06 08:40:00,Liestal,11,clear,2024
Zürich-Luzern,IC,Connection wait,2024-04-06 10:18:00,Zürich HB,3,rain,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-04-06 13:10:00,Schaffhausen,2,clear,2024
S2 Zürich,S,Connection wait,2024-04-06 17:14:00,Effretikon,2,rain,2024
Basel-Olten,IC,Infrastructure,2024-04-07 23:21:00,Liestal,6,clear,2024
St. Gallen-Zürich,IR,Operations,2024-04-10 18:44:00,Winterthur,4,clear,2024
S2 Zürich,S,Connection wait,2024-04-10 21:38:00,Effretikon,21,clear,2024
Zürich-Schaffhausen,IR,Operations,2024-04-12 10:06:00,Schaffhausen,2,clear,2024
S2 Zürich,S,External,2024-04-12 12:31:00,Pfäffikon,17,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-04-13 06:02:00,Lausanne,39,clear,2024
S5 Bern,S,Infrastructure,2024-04-13 09:43:00,Bern,6,rain,2024
Olten-Zofingen,RE,Operations,2024-04-14 14:20:00,Olten,2,clear,2024
Zürich-Bern,IC,Boarding,2024-04-15 16:36:00,Bern,3,clear,2024
Genève-Lausanne,IC,Boarding,2024-04-16 09:53:00,Lausanne,4,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-04-16 10:37:00,Zürich HB,5,clear,2024
Bern-Belp,RE,External,2024-04-16 21:39:00,Belp,2,clear,2024
Zürich-Schaffhausen,IR,Boarding,2024-04-19 11:31:00,Schaffhausen,2,clear,2024
Bern-Belp,RE,External,2024-04-19 12:39:00,Bern,3,clear,2024
Zürich-Bern,IC,External,2024-04-21 20:37:00,Zürich HB,2,rain,2024
Bern-Biel,IR,Rolling stock,2024-04-22 17:22:00,Lyss,2,clear,2024
Basel-Lausanne,IC,Operations,2024-04-23 16:49:00,Basel SBB,23,clear,2024
Bern-Biel,IR,Infrastructure,2024-04-23 19:27:00,Lyss,2,rain,2024
Basel-Lausanne,IC,Connection wait,2024-04-24 12:41:00,Basel SBB,2,clear,2024
Bern-Brig,IC,Connection wait,2024-04-24 14:00:00,Spiez,9,clear,2024
Basel-Lausanne,IC,Connection wait,2024-04-25 08:51:00,Bern,3,clear,2024
Olten-Zofingen,RE,External,2024-04-25 15:45:00,Olten,7,snow,2024
Bern-Brig,IC,External,2024-04-25 20:10:00,Brig,4,clear,2024
Bern-Biel,IR,Connection wait,2024-04-26 06:25:00,Lyss,4,rain,2024
S2 Zürich,S,Boarding,2024-04-26 09:09:00,Zürich HB,2,clear,2024
Zürich-Bern,IC,Connection wait,2024-04-26 11:09:00,Olten,3,clear,2024
Zürich-Chur,IC,Infrastructure,2024-04-27 17:26:00,Chur,4,clear,2024
Bern-Brig,IC,Rolling stock,2024-04-28 08:14:00,Bern,2,rain,2024
Zürich-Luzern,IC,Connection wait,2024-04-28 08:31:00,Luzern,5,clear,2024
Olten-Zofingen,RE,Operations,2024-04-28 14:02:00,Zofingen,2,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-04-28 18:39:00,St. Gallen,28,clear,2024
Lugano-Locarno,RE,Operations,2024-04-29 07:16:00,Lugano,3,clear,2024
Bern-Belp,RE,External,2024-04-29 14:04:00,Belp,10,clear,2024
Zürich-Schaffhausen,IR,External,2024-04-29 20:33:00,Schaffhausen,10,fog,2024
Olten-Zofingen,RE,External,2024-04-29 20:36:00,Zofingen,14,rain,2024
Bern-Biel,IR,Connection wait,2024-05-01 11:57:00,Bern,2,clear,2024
Bern-Belp,RE,Infrastructure,2024-05-01 12:14:00,Belp,2,clear,2024
Zürich-Bern,IC,External,2024-05-02 15:55:00,Zürich HB,3,clear,2024
Lugano-Locarno,RE,Infrastructure,2024-05-04 18:00:00,Lugano,13,clear,2024
Olten-Zofingen,RE,Boarding,2024-05-05 06:55:00,Zofingen,7,clear,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-05-05 09:26:00,Bülach,2,clear,2024
Olten-Zofingen,RE,Boarding,2024-05-05 13:27:00,Olten,4,rain,2024
Bern-Brig,IC,Infrastructure,2024-05-05 14:32:00,Bern,11,rain,2024
Basel-Olten,IC,Connection wait,2024-05-05 17:39:00,Liestal,6,clear,2024
Lugano-Locarno,RE,External,2024-05-06 22:17:00,Locarno,5,rain,2024
Basel-Lausanne,IC,Operations,2024-05-07 09:56:00,Lausanne,16,clear,2024
S1 Lausanne,S,Rolling stock,2024-05-07 19:41:00,Lausanne,12,clear,2024
Genève-Lausanne,IC,Rolling stock,2024-05-07 22:39:00,Nyon,17,clear,2024
Zürich-Luzern,IC,Infrastructure,2024-05-07 23:34:00,Luzern,3,clear,2024
Zürich-Luzern,IC,Infrastructure,2024-05-08 07:43:00,Luzern,2,clear,2024
Bern-Biel,IR,External,2024-05-08 09:07:00,Lyss,3,clear,2024
Bern-Biel,IR,External,2024-05-09 05:56:00,Bern,23,rain,2024
Zürich-Bern,IC,Rolling stock,2024-05-09 11:52:00,Zürich HB,2,clear,2024
S6 Basel,S,Connection wait,2024-05-09 21:42:00,Basel SBB,2,clear,2024
S5 Bern,S,Connection wait,2024-05-09 23:00:00,Burgdorf,44,rain,2024
St. Gallen-Zürich,IR,External,2024-05-10 20:47:00,Zürich HB,16,clear,2024
Bern-Belp,RE,Infrastructure,2024-05-12 11:24:00,Bern,4,clear,2024
S1 Lausanne,S,Infrastructure,2024-05-12 13:58:00,Yverdon,7,clear,2024
S5 Bern,S,Infrastructure,2024-05-12 22:02:00,Burgdorf,6,clear,2024
Basel-Olten,IC,External,2024-05-13 08:57:00,Basel SBB,47,rain,2024
Zürich-Bern,IC,External,2024-05-14 16:23:00,Olten,34,clear,2024
Basel-Lausanne,IC,Rolling stock,2024-05-14 18:36:00,Lausanne,5,clear,2024
Zürich-Genève,IC,Rolling stock,2024-05-16 05:22:00,Zürich HB,2,clear,2024
Bern-Biel,IR,Connection wait,2024-05-16 10:38:00,Lyss,3,clear,2024
Zürich-Luzern,IC,Connection wait,2024-05-16 17:40:00,Zug,14,clear,2024
Bern-Biel,IR,External,2024-05-17 08:36:00,Lyss,15,rain,2024
Olten-Zofingen,RE,Rolling stock,2024-05-19 06:34:00,Zofingen,3,rain,2024
Zürich-Genève,IC,Infrastructure,2024-05-19 14:07:00,Bern,4,rain,2024
Zürich-Genève,IC,Boarding,2024-05-20 19:56:00,Genève,2,clear,2024
Lugano-Locarno,RE,Rolling stock,2024-05-20 23:30:00,Locarno,15,fog,2024
Basel-Lausanne,IC,Connection wait,2024-05-22 07:14:00,Basel SBB,3,clear,2024
Zürich-Chur,IC,Rolling stock,2024-05-22 22:53:00,Zürich HB,9,rain,2024
Genève-Lausanne,IC,Operations,2024-05-23 05:50:00,Lausanne,7,clear,2024
Basel-Olten,IC,Infrastructure,2024-05-23 09:40:00,Basel SBB,3,clear,2024
Zürich-Bern,IC,Connection wait,2024-05-23 11:17:00,Zürich HB,16,fog,2024
Zürich-Chur,IC,Connection wait,2024-05-23 23:00:00,Zürich HB,14,rain,2024
Lausanne-Brig,IR,Infrastructure,2024-05-25 06:03:00,Sion,23,clear,2024
Lausanne-Brig,IR,External,2024-05-25 19:16:00,Brig,4,rain,2024
Basel-Olten,IC,Rolling stock,2024-05-26 07:31:00,Olten,20,clear,2024
Bern-Biel,IR,Infrastructure,2024-05-26 17:21:00,Lyss,10,fog,2024
Zürich-Chur,IC,External,2024-05-26 22:31:00,Sargans,14,snow,2024
S5 Bern,S,External,2024-05-27 05:04:00,Burgdorf,12,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-05-28 09:12:00,Sion,3,clear,2024
S6 Basel,S,Rolling stock,2024-05-28 10:38:00,Basel SBB,20,clear,2024
St. Gallen-Zürich,IR,Boarding,2024-05-29 11:31:00,Winterthur,2,clear,2024
Genève-Lausanne,IC,Infrastructure,2024-05-29 23:27:00,Nyon,25,clear,2024
St. Gallen-Zürich,IR,Rolling stock,2024-05-31 18:23:00,St. Gallen,11,clear,2024
Zürich-Luzern,IC,Infrastructure,2024-05-31 23:27:00,Zürich HB,6,clear,2024
St. Gallen-Zürich,IR,Operations,2024-06-02 06:21:00,Zürich HB,2,rain,2024
Genève-Lausanne,IC,Boarding,2024-06-03 18:25:00,Genève,3,rain,2024
Bern-Biel,IR,Rolling stock,2024-06-04 10:41:00,Lyss,5,clear,2024
Genève-Lausanne,IC,Operations,2024-06-04 17:07:00,Nyon,4,rain,2024
St. Gallen-Zürich,IR,Rolling stock,2024-06-04 20:55:00,St. Gallen,12,rain,2024
Genève-Lausanne,IC,Operations,2024-06-04 23:31:00,Lausanne,3,clear,2024
Zürich-Genève,IC,Connection wait,2024-06-05 05:21:00,Genève,3,clear,2024
Lausanne-Brig,IR,Boarding,2024-06-05 12:10:00,Sion,4,clear,2024
Basel-Lausanne,IC,External,2024-06-06 11:09:00,Basel SBB,2,clear,2024
Zürich-Schaffhausen,IR,Rolling stock,2024-06-07 06:33:00,Schaffhausen,6,clear,2024
Zürich-Bern,IC,Operations,2024-06-07 13:05:00,Olten,2,clear,2024
Zürich-Schaffhausen,IR,Connection wait,2024-06-08 08:45:00,Schaffhausen,4,clear,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-06-10 17:09:00,Zürich HB,14,clear,2024
Zürich-Luzern,IC,Boarding,2024-06-11 07:16:00,Luzern,2,clear,2024
Bern-Belp,RE,External,2024-06-11 20:26:00,Belp,7,rain,2024
Zürich-Chur,IC,Rolling stock,2024-06-12 06:57:00,Sargans,3,rain,2024
Bern-Biel,IR,Infrastructure,2024-06-12 09:15:00,Bern,16,clear,2024
Lausanne-Brig,IR,Boarding,2024-06-12 18:43:00,Sion,3,clear,2024
Basel-Lausanne,IC,Connection wait,2024-06-13 07:30:00,Bern,5,rain,2024
Genève-Lausanne,IC,Operations,2024-06-13 15:06:00,Lausanne,27,clear,2024
S2 Zürich,S,Infrastructure,2024-06-13 18:03:00,Effretikon,12,clear,2024
Basel-Lausanne,IC,External,2024-06-13 23:34:00,Basel SBB,2,clear,2024
Zürich-Schaffhausen,IR,Connection wait,2024-06-14 06:56:00,Schaffhausen,2,rain,2024
Zürich-Bern,IC,External,2024-06-14 09:37:00,Bern,2,rain,2024
Lugano-Locarno,RE,Operations,2024-06-14 12:59:00,Lugano,3,clear,2024
Bern-Biel,IR,Infrastructure,2024-06-15 10:29:00,Bern,3,clear,2024
Basel-Lausanne,IC,Operations,2024-06-16 20:49:00,Lausanne,21,clear,2024
S5 Bern,S,Infrastructure,2024-06-17 16:09:00,Burgdorf,14,clear,2024
Zürich-Schaffhausen,IR,Rolling stock,2024-06-17 17:32:00,Zürich HB,12,clear,2024
Basel-Olten,IC,Rolling stock,2024-06-17 19:27:00,Olten,21,clear,2024
Bern-Biel,IR,External,2024-06-19 11:43:00,Bern,10,clear,2024
Zürich-Luzern,IC,Boarding,2024-06-21 14:41:00,Zug,10,clear,2024
Lausanne-Brig,IR,Boarding,2024-06-22 09:05:00,Brig,3,rain,2024
Lugano-Locarno,RE,Connection wait,2024-06-22 23:28:00,Locarno,3,clear,2024
Zürich-Chur,IC,External,2024-06-23 20:17:00,Chur,6,rain,2024
S1 Lausanne,S,Rolling stock,2024-06-24 21:35:00,Lausanne,4,clear,2024
Zürich-Chur,IC,Infrastructure,2024-06-25 05:13:00,Zürich HB,11,clear,2024
Zürich-Bern,IC,Operations,2024-06-25 10:35:00,Zürich HB,5,clear,2024
Zürich-Genève,IC,Rolling stock,2024-06-25 22:24:00,Zürich HB,2,fog,2024
Zürich-Luzern,IC,Connection wait,2024-06-26 07:29:00,Zug,5,clear,2024
Bern-Belp,RE,Boarding,2024-06-26 09:25:00,Bern,2,clear,2024
Zürich-Bern,IC,External,2024-06-26 15:11:00,Olten,4,clear,2024
Genève-Lausanne,IC,Boarding,2024-06-28 17:10:00,Genève,7,rain,2024
Zürich-Chur,IC,Infrastructure,2024-06-29 17:23:00,Zürich HB,4,clear,2024
Basel-Lausanne,IC,Boarding,2024-06-29 20:38:00,Basel SBB,2,clear,2024
S1 Lausanne,S,Connection wait,2024-07-03 20:08:00,Yverdon,2,clear,2024
Bern-Belp,RE,External,2024-07-04 14:47:00,Bern,9,rain,2024
Bern-Biel,IR,External,2024-07-04 16:30:00,Bern,11,clear,2024
Zürich-Chur,IC,Operations,2024-07-04 22:35:00,Zürich HB,21,clear,2024
Bern-Belp,RE,Infrastructure,2024-07-05 06:45:00,Bern,29,clear,2024
S2 Zürich,S,Connection wait,2024-07-05 21:45:00,Effretikon,13,clear,2024
Genève-Lausanne,IC,Connection wait,2024-07-06 12:42:00,Genève,8,clear,2024
Bern-Brig,IC,External,2024-07-08 21:02:00,Bern,16,clear,2024
Lugano-Locarno,RE,Infrastructure,2024-07-09 11:40:00,Lugano,12,rain,2024
Lugano-Locarno,RE,Operations,2024-07-09 17:36:00,Locarno,6,clear,2024
Bern-Belp,RE,Infrastructure,2024-07-09 18:03:00,Belp,3,clear,2024
Basel-Lausanne,IC,Connection wait,2024-07-10 16:01:00,Basel SBB,15,clear,2024
Lausanne-Brig,IR,Boarding,2024-07-12 07:40:00,Brig,2,clear,2024
Bern-Brig,IC,External,2024-07-12 21:16:00,Bern,5,clear,2024
Zürich-Luzern,IC,Rolling stock,2024-07-13 12:29:00,Zürich HB,2,clear,2024
St. Gallen-Zürich,IR,Connection wait,2024-07-14 05:51:00,Winterthur,2,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-07-14 18:54:00,Sion,5,clear,2024
Genève-Lausanne,IC,External,2024-07-15 16:01:00,Lausanne,2,snow,2024
Genève-Lausanne,IC,Connection wait,2024-07-15 16:29:00,Nyon,2,rain,2024
Zürich-Genève,IC,Infrastructure,2024-07-15 21:12:00,Bern,5,clear,2024
Bern-Brig,IC,Boarding,2024-07-16 05:26:00,Spiez,2,clear,2024
Genève-Lausanne,IC,Infrastructure,2024-07-16 17:52:00,Lausanne,37,clear,2024
S1 Lausanne,S,Connection wait,2024-07-16 21:44:00,Yverdon,6,clear,2024
Zürich-Luzern,IC,Operations,2024-07-17 01:25:00,Luzern,18,fog,2024
Genève-Lausanne,IC,Boarding,2024-07-17 08:21:00,Nyon,2,clear,2024
Zürich-Bern,IC,Boarding,2024-07-17 09:38:00,Zürich HB,3,snow,2024
Lausanne-Brig,IR,Infrastructure,2024-07-17 11:14:00,Brig,6,rain,2024
S6 Basel,S,Boarding,2024-07-17 13:16:00,Basel SBB,2,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-07-18 06:39:00,Zürich HB,3,clear,2024
Lausanne-Brig,IR,Connection wait,2024-07-19 21:58:00,Lausanne,2,rain,2024
Olten-Zofingen,RE,Operations,2024-07-20 03:16:00,Olten,6,clear,2024
Lausanne-Brig,IR,External,2024-07-20 22:46:00,Lausanne,3,rain,2024
Basel-Olten,IC,Operations,2024-07-21 22:20:00,Olten,22,clear,2024
Zürich-Luzern,IC,Operations,2024-07-22 08:43:00,Zürich HB,2,clear,2024
Olten-Zofingen,RE,Rolling stock,2024-07-23 08:21:00,Zofingen,13,clear,2024
S2 Zürich,S,Rolling stock,2024-07-23 23:47:00,Pfäffikon,10,clear,2024
Lausanne-Brig,IR,Boarding,2024-07-24 08:59:00,Sion,2,fog,2024
S2 Zürich,S,Rolling stock,2024-07-24 15:28:00,Effretikon,2,clear,2024
Basel-Olten,IC,Infrastructure,2024-07-29 17:09:00,Basel SBB,7,rain,2024
Basel-Olten,IC,Infrastructure,2024-07-29 23:06:00,Basel SBB,29,clear,2024
Bern-Brig,IC,Infrastructure,2024-07-30 12:24:00,Bern,23,clear,2024
Zürich-Bern,IC,Rolling stock,2024-07-30 17:14:00,Bern,2,clear,2024
Basel-Olten,IC,External,2024-07-30 18:21:00,Basel SBB,20,clear,2024
St. Gallen-Zürich,IR,Infrastructure,2024-07-31 19:56:00,Zürich HB,23,clear,2024
Lugano-Locarno,RE,Rolling stock,2024-07-31 21:48:00,Locarno,13,rain,2024
S2 Zürich,S,External,2024-08-02 17:26:00,Pfäffikon,5,clear,2024
Olten-Zofingen,RE,Infrastructure,2024-08-03 10:46:00,Zofingen,11,snow,2024
Olten-Zofingen,RE,External,2024-08-04 06:14:00,Olten,2,clear,2024
S1 Lausanne,S,Operations,2024-08-05 06:26:00,Yverdon,20,rain,2024
Lausanne-Brig,IR,Connection wait,2024-08-05 16:46:00,Brig,2,clear,2024
Zürich-Luzern,IC,Rolling stock,2024-08-05 18:11:00,Zürich HB,14,clear,2024
Lausanne-Brig,IR,Boarding,2024-08-05 21:54:00,Brig,2,clear,2024
Olten-Zofingen,RE,Connection wait,2024-08-06 07:23:00,Olten,3,clear,2024
Genève-Lausanne,IC,Operations,2024-08-06 16:33:00,Nyon,2,clear,2024
Zürich-Bern,IC,Rolling stock,2024-08-07 08:19:00,Zürich HB,2,rain,2024
Bern-Belp,RE,Infrastructure,2024-08-07 19:24:00,Bern,5,rain,2024
Lausanne-Brig,IR,Infrastructure,2024-08-08 05:43:00,Brig,33,clear,2024
Lugano-Locarno,RE,External,2024-08-08 18:12:00,Lugano,14,clear,2024
Genève-Lausanne,IC,Operations,2024-08-09 10:39:00,Nyon,22,clear,2024
Zürich-Luzern,IC,Rolling stock,2024-08-10 09:48:00,Luzern,26,clear,2024
Zürich-Schaffhausen,IR,Operations,2024-08-11 04:31:00,Zürich HB,19,clear,2024
Basel-Lausanne,IC,Connection wait,2024-08-11 13:09:00,Bern,8,clear,2024
Zürich-Bern,IC,External,2024-08-11 22:06:00,Bern,2,rain,2024
Basel-Olten,IC,Operations,2024-08-12 07:20:00,Olten,34,clear,2024
S2 Zürich,S,External,2024-08-13 09:23:00,Zürich HB,17,clear,2024
Lausanne-Brig,IR,Boarding,2024-08-13 12:43:00,Brig,2,rain,2024
Zürich-Bern,IC,Boarding,2024-08-13 14:35:00,Zürich HB,7,clear,2024
Lugano-Locarno,RE,External,2024-08-14 11:33:00,Locarno,19,rain,2024
Zürich-Genève,IC,Connection wait,2024-08-14 13:57:00,Genève,4,clear,2024
Zürich-Genève,IC,Rolling stock,2024-08-15 09:22:00,Zürich HB,3,snow,2024
Genève-Lausanne,IC,External,2024-08-15 13:45:00,Nyon,21,rain,2024
Zürich-Genève,IC,External,2024-08-17 11:07:00,Zürich HB,11,clear,2024
Lausanne-Brig,IR,Operations,2024-08-17 17:54:00,Brig,2,clear,2024
Basel-Olten,IC,Boarding,2024-08-17 18:37:00,Olten,2,clear,2024
Basel-Lausanne,IC,External,2024-08-17 23:06:00,Bern,4,rain,2024
Lugano-Locarno,RE,Connection wait,2024-08-18 07:01:00,Locarno,48,rain,2024
St. Gallen-Zürich,IR,Infrastructure,2024-08-18 09:56:00,Winterthur,2,clear,2024
Zürich-Bern,IC,Operations,2024-08-18 22:17:00,Bern,8,rain,2024
Basel-Lausanne,IC,Operations,2024-08-19 05:58:00,Basel SBB,8,clear,2024
Genève-Lausanne,IC,Infrastructure,2024-08-19 09:25:00,Nyon,7,clear,2024
S1 Lausanne,S,Infrastructure,2024-08-20 14:16:00,Lausanne,11,clear,2024
S2 Zürich,S,Boarding,2024-08-20 16:32:00,Pfäffikon,3,clear,2024
Lugano-Locarno,RE,Operations,2024-08-20 17:29:00,Locarno,6,rain,2024
St. Gallen-Zürich,IR,Infrastructure,2024-08-21 11:38:00,Zürich HB,43,clear,2024
Bern-Belp,RE,Operations,2024-08-21 17:10:00,Bern,2,rain,2024
Zürich-Genève,IC,Boarding,2024-08-21 19:27:00,Genève,2,clear,2024
Zürich-Chur,IC,Boarding,2024-08-23 18:36:00,Zürich HB,2,clear,2024
St. Gallen-Zürich,IR,External,2024-08-23 20:13:00,Winterthur,2,rain,2024
Zürich-Luzern,IC,Rolling stock,2024-08-25 10:44:00,Zürich HB,12,clear,2024
Bern-Biel,IR,External,2024-08-26 14:06:00,Bern,5,rain,2024
S5 Bern,S,External,2024-08-26 16:56:00,Bern,2,fog,2024
S1 Lausanne,S,External,2024-08-27 06:52:00,Lausanne,2,clear,2024
Zürich-Bern,IC,Connection wait,2024-08-28 12:41:00,Olten,5,rain,2024
Genève-Lausanne,IC,Operations,2024-08-28 23:20:00,Genève,17,clear,2024
Zürich-Bern,IC,Infrastructure,2024-08-29 04:32:00,Bern,7,rain,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-08-29 08:53:00,Bülach,9,clear,2024
S6 Basel,S,Boarding,2024-08-29 17:41:00,Basel SBB,8,fog,2024
Zürich-Genève,IC,Infrastructure,2024-08-29 17:42:00,Zürich HB,3,clear,2024
Bern-Belp,RE,Connection wait,2024-08-31 17:51:00,Bern,2,clear,2024
Bern-Biel,IR,Operations,2024-08-31 18:14:00,Bern,8,rain,2024
Basel-Lausanne,IC,Infrastructure,2024-09-02 09:26:00,Lausanne,3,clear,2024
Bern-Brig,IC,Operations,2024-09-03 10:02:00,Bern,25,clear,2024
Zürich-Chur,IC,External,2024-09-04 12:30:00,Zürich HB,15,clear,2024
Zürich-Bern,IC,Operations,2024-09-05 06:30:00,Bern,4,clear,2024
Zürich-Genève,IC,External,2024-09-05 12:18:00,Lausanne,23,clear,2024
Bern-Brig,IC,Connection wait,2024-09-06 01:59:00,Bern,2,fog,2024
Genève-Lausanne,IC,Connection wait,2024-09-06 12:33:00,Nyon,7,snow,2024
Zürich-Chur,IC,Rolling stock,2024-09-07 12:18:00,Chur,2,snow,2024
Lausanne-Brig,IR,Infrastructure,2024-09-09 21:50:00,Lausanne,13,clear,2024
Zürich-Bern,IC,Boarding,2024-09-10 14:35:00,Bern,4,rain,2024
