route,service_type,cause,start_time,station,delay_min,weather,year
Lausanne-Brig,IR,Betrieb,2024-01-13 12:39:00,Lausanne,4,Nebel,2024
Bern-Biel,IR,Anschlusswarten,2024-01-14 08:38:00,Lyss,4,klar,2024
Zürich-Genève,IC,Infrastruktur,2024-01-14 17:15:00,Bern,5,klar,2024
St. Gallen-Zürich,IR,Einsteigen,2024-01-15 07:54:00,St. Gallen,2,klar,2024
Bern-Biel,IR,Extern,2024-01-16 11:45:00,Bern,12,klar,2024
Bern-Belp,RE,Anschlusswarten,2024-01-16 12:25:00,Belp,12,Nebel,2024
S2 Zürich,S,Einsteigen,2024-01-16 17:44:00,Pfäffikon,5,Regen,2024
Basel-Olten,IC,Betrieb,2024-01-16 22:01:00,Basel SBB,14,klar,2024
Zürich-Genève,IC,Betrieb,2024-01-17 05:26:00,Bern,2,klar,2024
Zürich-Schaffhausen,IR,Extern,2024-01-17 05:44:00,Bülach,10,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-01-23 06:20:00,Lausanne,27,klar,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-01-23 23:24:00,Bülach,7,klar,2024
Zürich-Chur,IC,Rollmaterial,2024-01-24 11:50:00,Sargans,4,klar,2024
Basel-Lausanne,IC,Anschlusswarten,2024-01-25 02:02:00,Bern,2,Regen,2024
Bern-Brig,IC,Einsteigen,2024-01-25 17:18:00,Spiez,2,klar,2024
Zürich-Luzern,IC,Betrieb,2024-01-25 18:25:00,Zürich HB,22,Regen,2024
Zürich-Schaffhausen,IR,Betrieb,2024-01-26 21:28:00,Bülach,9,Regen,2024
Zürich-Bern,IC,Infrastruktur,2024-01-27 17:47:00,Bern,6,klar,2024
Bern-Biel,IR,Einsteigen,2024-01-29 07:15:00,Bern,2,klar,2024
Zürich-Chur,IC,Extern,2024-01-29 12:15:00,Zürich HB,11,Schnee,2024
Zürich-Bern,IC,Extern,2024-01-29 19:17:00,Zürich HB,6,Regen,2024
Bern-Brig,IC,Infrastruktur,2024-01-29 19:55:00,Brig,6,klar,2024
Bern-Belp,RE,Betrieb,2024-02-02 22:06:00,Belp,2,Regen,2024
Zürich-Luzern,IC,Infrastruktur,2024-02-03 10:50:00,Luzern,6,klar,2024
S5 Bern,S,Anschlusswarten,2024-02-03 19:43:00,Burgdorf,2,klar,2024
Zürich-Schaffhausen,IR,Extern,2024-02-03 20:46:00,Bülach,12,klar,2024
Genève-Lausanne,IC,Infrastruktur,2024-02-05 10:29:00,Genève,2,klar,2024
Basel-Lausanne,IC,Infrastruktur,2024-02-06 10:40:00,Bern,3,klar,2024
Zürich-Bern,IC,Extern,2024-02-07 12:47:00,Olten,5,klar,2024
Basel-Lausanne,IC,Extern,2024-02-09 08:29:00,Bern,37,Regen,2024
Zürich-Bern,IC,Anschlusswarten,2024-02-09 15:37:00,Zürich HB,4,Nebel,2024
Bern-Brig,IC,Infrastruktur,2024-02-10 01:31:00,Spiez,6,klar,2024
Lausanne-Brig,IR,Rollmaterial,2024-02-10 08:33:00,Brig,10,klar,2024
S2 Zürich,S,Betrieb,2024-02-11 04:20:00,Pfäffikon,8,Regen,2024
Zürich-Luzern,IC,Rollmaterial,2024-02-11 14:32:00,Zürich HB,13,klar,2024
S1 Lausanne,S,Anschlusswarten,2024-02-12 15:26:00,Yverdon,10,klar,2024
Lugano-Locarno,RE,Extern,2024-02-12 18:35:00,Lugano,6,Regen,2024
Bern-Belp,RE,Betrieb,2024-02-13 08:20:00,Belp,2,klar,2024
Genève-Lausanne,IC,Betrieb,2024-02-13 10:14:00,Genève,12,Nebel,2024
Zürich-Bern,IC,Einsteigen,2024-02-14 07:28:00,Bern,5,Regen,2024
Basel-Olten,IC,Extern,2024-02-14 18:58:00,Liestal,19,klar,2024
Zürich-Genève,IC,Infrastruktur,2024-02-16 22:40:00,Bern,2,klar,2024
Zürich-Chur,IC,Anschlusswarten,2024-02-17 23:47:00,Zürich HB,2,klar,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-02-18 11:45:00,Zürich HB,11,klar,2024
Basel-Lausanne,IC,Rollmaterial,2024-02-19 18:25:00,Lausanne,7,klar,2024
Genève-Lausanne,IC,Anschlusswarten,2024-02-20 05:37:00,Genève,7,Regen,2024
Lausanne-Brig,IR,Rollmaterial,2024-02-22 15:39:00,Brig,15,klar,2024
Lugano-Locarno,RE,Einsteigen,2024-02-22 19:45:00,Lugano,10,klar,2024
Genève-Lausanne,IC,Betrieb,2024-02-23 20:08:00,Nyon,12,klar,2024
Zürich-Chur,IC,Extern,2024-02-24 05:06:00,Zürich HB,4,klar,2024
Bern-Brig,IC,Anschlusswarten,2024-02-24 10:24:00,Spiez,4,Nebel,2024
Basel-Lausanne,IC,Betrieb,2024-02-24 16:59:00,Bern,6,klar,2024
Zürich-Schaffhausen,IR,Extern,2024-02-26 06:14:00,Bülach,19,Nebel,2024
Bern-Brig,IC,Rollmaterial,2024-02-28 08:56:00,Spiez,6,klar,2024
St. Gallen-Zürich,IR,Anschlusswarten,2024-02-28 23:02:00,Winterthur,6,klar,2024
S6 Basel,S,Einsteigen,2024-02-29 08:39:00,Basel SBB,17,Regen,2024
Basel-Lausanne,IC,Einsteigen,2024-02-29 12:10:00,Lausanne,2,klar,2024
Lausanne-Brig,IR,Extern,2024-02-29 18:11:00,Sion,20,klar,2024
S1 Lausanne,S,Anschlusswarten,2024-02-29 18:56:00,Lausanne,35,Regen,2024
Zürich-Bern,IC,Extern,2024-03-01 16:28:00,Zürich HB,38,klar,2024
S5 Bern,S,Extern,2024-03-01 20:07:00,Bern,2,klar,2024
Bern-Brig,IC,Extern,2024-03-02 18:16:00,Bern,4,klar,2024
St. Gallen-Zürich,IR,Einsteigen,2024-03-03 21:22:00,St. Gallen,2,klar,2024
Bern-Biel,IR,Extern,2024-03-04 13:25:00,Lyss,2,Nebel,2024
S5 Bern,S,Rollmaterial,2024-03-04 19:28:00,Burgdorf,2,klar,2024
Zürich-Luzern,IC,Infrastruktur,2024-03-05 18:46:00,Luzern,28,klar,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-03-06 11:20:00,Schaffhausen,2,klar,2024
Lausanne-Brig,IR,Extern,2024-03-06 16:10:00,Lausanne,10,Schnee,2024
Zürich-Genève,IC,Einsteigen,2024-03-06 18:23:00,Genève,2,klar,2024
Bern-Brig,IC,Einsteigen,2024-03-07 13:52:00,Bern,2,Nebel,2024
Basel-Lausanne,IC,Rollmaterial,2024-03-07 19:23:00,Basel SBB,3,klar,2024
Olten-Zofingen,RE,Extern,2024-03-08 08:58:00,Zofingen,6,Regen,2024
Zürich-Chur,IC,Extern,2024-03-08 12:42:00,Zürich HB,4,klar,2024
Genève-Lausanne,IC,Infrastruktur,2024-03-08 20:29:00,Genève,16,klar,2024
Lugano-Locarno,RE,Infrastruktur,2024-03-09 08:07:00,Lugano,12,klar,2024
Basel-Olten,IC,Anschlusswarten,2024-03-09 13:39:00,Olten,3,Nebel,2024
S5 Bern,S,Extern,2024-03-10 06:09:00,Burgdorf,6,Schnee,2024
Bern-Belp,RE,Extern,2024-03-10 13:10:00,Belp,16,klar,2024
Lugano-Locarno,RE,Einsteigen,2024-03-10 21:24:00,Locarno,11,klar,2024
S1 Lausanne,S,Infrastruktur,2024-03-12 23:45:00,Yverdon,2,klar,2024
Olten-Zofingen,RE,Extern,2024-03-13 02:03:00,Olten,10,klar,2024
Zürich-Bern,IC,Betrieb,2024-03-13 17:52:00,Bern,2,Nebel,2024
Zürich-Schaffhausen,IR,Betrieb,2024-03-13 19:06:00,Zürich HB,2,Regen,2024
Zürich-Genève,IC,Anschlusswarten,2024-03-14 17:40:00,Genève,2,klar,2024
Bern-Brig,IC,Infrastruktur,2024-03-14 20:25:00,Brig,2,klar,2024
Zürich-Bern,IC,Extern,2024-03-15 02:03:00,Zürich HB,10,Nebel,2024
Bern-Biel,IR,Rollmaterial,2024-03-15 15:26:00,Bern,18,klar,2024
Bern-Brig,IC,Extern,2024-03-15 20:47:00,Spiez,10,Schnee,2024
Bern-Belp,RE,Infrastruktur,2024-03-16 01:31:00,Belp,2,Regen,2024
St. Gallen-Zürich,IR,Betrieb,2024-03-16 10:28:00,St. Gallen,4,klar,2024
Zürich-Bern,IC,Betrieb,2024-03-16 21:33:00,Bern,11,klar,2024
Basel-Lausanne,IC,Infrastruktur,2024-03-17 14:30:00,Basel SBB,48,klar,2024
Basel-Olten,IC,Rollmaterial,2024-03-18 07:57:00,Olten,8,klar,2024
Olten-Zofingen,RE,Infrastruktur,2024-03-18 21:03:00,Zofingen,8,klar,2024
Basel-Olten,IC,Einsteigen,2024-03-19 07:52:00,Olten,2,klar,2024
Basel-Lausanne,IC,Infrastruktur,2024-03-19 11:15:00,Lausanne,2,Regen,2024
Lausanne-Brig,IR,Extern,2024-03-19 12:20:00,Sion,2,klar,2024
Zürich-Luzern,IC,Rollmaterial,2024-03-19 12:54:00,Zürich HB,10,klar,2024
Lugano-Locarno,RE,Infrastruktur,2024-03-19 18:24:00,Lugano,5,klar,2024
S1 Lausanne,S,Betrieb,2024-03-19 20:01:00,Lausanne,3,klar,2024
Genève-Lausanne,IC,Betrieb,2024-03-20 17:11:00,Nyon,7,klar,2024
S6 Basel,S,Betrieb,2024-03-21 02:52:00,Basel SBB,2,klar,2024
Genève-Lausanne,IC,Rollmaterial,2024-03-21 08:00:00,Genève,2,klar,2024
S2 Zürich,S,Einsteigen,2024-03-22 09:41:00,Zürich HB,8,klar,2024
Zürich-Schaffhausen,IR,Einsteigen,2024-03-22 11:36:00,Bülach,7,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-03-22 22:11:00,Zürich HB,5,klar,2024
S5 Bern,S,Infrastruktur,2024-03-23 08:35:00,Burgdorf,8,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-03-24 17:07:00,Lausanne,14,Schnee,2024
S5 Bern,S,Rollmaterial,2024-03-24 23:17:00,Burgdorf,4,Regen,2024
Basel-Lausanne,IC,Rollmaterial,2024-03-25 05:57:00,Basel SBB,2,klar,2024
Zürich-Luzern,IC,Anschlusswarten,2024-03-25 08:49:00,Zug,2,klar,2024
Lugano-Locarno,RE,Betrieb,2024-03-25 13:41:00,Lugano,2,klar,2024
S1 Lausanne,S,Rollmaterial,2024-03-25 17:28:00,Lausanne,31,Regen,2024
Bern-Brig,IC,Infrastruktur,2024-03-26 03:13:00,Bern,7,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-03-26 11:02:00,St. Gallen,6,klar,2024
Zürich-Luzern,IC,Rollmaterial,2024-03-26 14:06:00,Zug,6,klar,2024
S1 Lausanne,S,Rollmaterial,2024-03-27 13:23:00,Yverdon,7,Schnee,2024
S2 Zürich,S,Infrastruktur,2024-03-27 21:05:00,Effretikon,5,Regen,2024
Zürich-Luzern,IC,Betrieb,2024-03-28 18:43:00,Zug,19,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-03-29 15:32:00,St. Gallen,6,Regen,2024
Basel-Olten,IC,Betrieb,2024-03-30 07:39:00,Basel SBB,25,Schnee,2024
Zürich-Bern,IC,Infrastruktur,2024-03-30 09:00:00,Zürich HB,25,Regen,2024
S6 Basel,S,Infrastruktur,2024-03-30 14:55:00,Pratteln,19,Regen,2024
Bern-Belp,RE,Extern,2024-03-31 09:56:00,Bern,19,klar,2024
S6 Basel,S,Infrastruktur,2024-03-31 11:40:00,Pratteln,2,klar,2024
Zürich-Chur,IC,Infrastruktur,2024-04-01 08:33:00,Chur,6,klar,2024
Genève-Lausanne,IC,Einsteigen,2024-04-01 17:15:00,Genève,24,klar,2024
Bern-Belp,RE,Betrieb,2024-04-03 08:33:00,Bern,20,klar,2024
Bern-Brig,IC,Extern,2024-04-03 18:11:00,Spiez,6,klar,2024
S2 Zürich,S,Infrastruktur,2024-04-04 05:41:00,Effretikon,8,klar,2024
Lausanne-Brig,IR,Betrieb,2024-04-04 14:22:00,Sion,3,klar,2024
Genève-Lausanne,IC,Betrieb,2024-04-04 16:25:00,Nyon,18,Regen,2024
Basel-Olten,IC,Infrastruktur,2024-04-05 22:05:00,Liestal,25,Regen,2024
Zürich-Genève,IC,Infrastruktur,2024-04-06 01:45:00,Lausanne,37,klar,2024
Basel-Olten,IC,Betrieb,2024-04-06 08:40:00,Liestal,11,klar,2024
Zürich-Luzern,IC,Anschlusswarten,2024-04-06 10:18:00,Zürich HB,3,Regen,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-04-06 13:10:00,Schaffhausen,2,klar,2024
S2 Zürich,S,Anschlusswarten,2024-04-06 17:14:00,Effretikon,2,Regen,2024
Basel-Olten,IC,Infrastruktur,2024-04-07 23:21:00,Liestal,6,klar,2024
St. Gallen-Zürich,IR,Betrieb,2024-04-10 18:44:00,Winterthur,4,klar,2024
S2 Zürich,S,Anschlusswarten,2024-04-10 21:38:00,Effretikon,21,klar,2024
Zürich-Schaffhausen,IR,Betrieb,2024-04-12 10:06:00,Schaffhausen,2,klar,2024
S2 Zürich,S,Extern,2024-04-12 12:31:00,Pfäffikon,17,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-04-13 06:02:00,Lausanne,39,klar,2024
S5 Bern,S,Infrastruktur,2024-04-13 09:43:00,Bern,6,Regen,2024
Olten-Zofingen,RE,Betrieb,2024-04-14 14:20:00,Olten,2,klar,2024
Zürich-Bern,IC,Einsteigen,2024-04-15 16:36:00,Bern,3,klar,2024
Genève-Lausanne,IC,Einsteigen,2024-04-16 09:53:00,Lausanne,4,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-04-16 10:37:00,Zürich HB,5,klar,2024
Bern-Belp,RE,Extern,2024-04-16 21:39:00,Belp,2,klar,2024
Zürich-Schaffhausen,IR,Einsteigen,2024-04-19 11:31:00,Schaffhausen,2,klar,2024
Bern-Belp,RE,Extern,2024-04-19 12:39:00,Bern,3,klar,2024
Zürich-Bern,IC,Extern,2024-04-21 20:37:00,Zürich HB,2,Regen,2024
Bern-Biel,IR,Rollmaterial,2024-04-22 17:22:00,Lyss,2,klar,2024
Basel-Lausanne,IC,Betrieb,2024-04-23 16:49:00,Basel SBB,23,klar,2024
Bern-Biel,IR,Infrastruktur,2024-04-23 19:27:00,Lyss,2,Regen,2024
Basel-Lausanne,IC,Anschlusswarten,2024-04-24 12:41:00,Basel SBB,2,klar,2024
Bern-Brig,IC,Anschlusswarten,2024-04-24 14:00:00,Spiez,9,klar,2024
Basel-Lausanne,IC,Anschlusswarten,2024-04-25 08:51:00,Bern,3,klar,2024
Olten-Zofingen,RE,Extern,2024-04-25 15:45:00,Olten,7,Schnee,2024
Bern-Brig,IC,Extern,2024-04-25 20:10:00,Brig,4,klar,2024
Bern-Biel,IR,Anschlusswarten,2024-04-26 06:25:00,Lyss,4,Regen,2024
S2 Zürich,S,Einsteigen,2024-04-26 09:09:00,Zürich HB,2,klar,2024
Zürich-Bern,IC,Anschlusswarten,2024-04-26 11:09:00,Olten,3,klar,2024
Zürich-Chur,IC,Infrastruktur,2024-04-27 17:26:00,Chur,4,klar,2024
Bern-Brig,IC,Rollmaterial,2024-04-28 08:14:00,Bern,2,Regen,2024
Zürich-Luzern,IC,Anschlusswarten,2024-04-28 08:31:00,Luzern,5,klar,2024
Olten-Zofingen,RE,Betrieb,2024-04-28 14:02:00,Zofingen,2,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-04-28 18:39:00,St. Gallen,28,klar,2024
Lugano-Locarno,RE,Betrieb,2024-04-29 07:16:00,Lugano,3,klar,2024
Bern-Belp,RE,Extern,2024-04-29 14:04:00,Belp,10,klar,2024
Zürich-Schaffhausen,IR,Extern,2024-04-29 20:33:00,Schaffhausen,10,Nebel,2024
Olten-Zofingen,RE,Extern,2024-04-29 20:36:00,Zofingen,14,Regen,2024
Bern-Biel,IR,Anschlusswarten,2024-05-01 11:57:00,Bern,2,klar,2024
Bern-Belp,RE,Infrastruktur,2024-05-01 12:14:00,Belp,2,klar,2024
Zürich-Bern,IC,Extern,2024-05-02 15:55:00,Zürich HB,3,klar,2024
Lugano-Locarno,RE,Infrastruktur,2024-05-04 18:00:00,Lugano,13,klar,2024
Olten-Zofingen,RE,Einsteigen,2024-05-05 06:55:00,Zofingen,7,klar,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-05-05 09:26:00,Bülach,2,klar,2024
Olten-Zofingen,RE,Einsteigen,2024-05-05 13:27:00,Olten,4,Regen,2024
Bern-Brig,IC,Infrastruktur,2024-05-05 14:32:00,Bern,11,Regen,2024
Basel-Olten,IC,Anschlusswarten,2024-05-05 17:39:00,Liestal,6,klar,2024
Lugano-Locarno,RE,Extern,2024-05-06 22:17:00,Locarno,5,Regen,2024
Basel-Lausanne,IC,Betrieb,2024-05-07 09:56:00,Lausanne,16,klar,2024
S1 Lausanne,S,Rollmaterial,2024-05-07 19:41:00,Lausanne,12,klar,2024
Genève-Lausanne,IC,Rollmaterial,2024-05-07 22:39:00,Nyon,17,klar,2024
Zürich-Luzern,IC,Infrastruktur,2024-05-07 23:34:00,Luzern,3,klar,2024
Zürich-Luzern,IC,Infrastruktur,2024-05-08 07:43:00,Luzern,2,klar,2024
Bern-Biel,IR,Extern,2024-05-08 09:07:00,Lyss,3,klar,2024
Bern-Biel,IR,Extern,2024-05-09 05:56:00,Bern,23,Regen,2024
Zürich-Bern,IC,Rollmaterial,2024-05-09 11:52:00,Zürich HB,2,klar,2024
S6 Basel,S,Anschlusswarten,2024-05-09 21:42:00,Basel SBB,2,klar,2024
S5 Bern,S,Anschlusswarten,2024-05-09 23:00:00,Burgdorf,44,Regen,2024
St. Gallen-Zürich,IR,Extern,2024-05-10 20:47:00,Zürich HB,16,klar,2024
Bern-Belp,RE,Infrastruktur,2024-05-12 11:24:00,Bern,4,klar,2024
S1 Lausanne,S,Infrastruktur,2024-05-12 13:58:00,Yverdon,7,klar,2024
S5 Bern,S,Infrastruktur,2024-05-12 22:02:00,Burgdorf,6,klar,2024
Basel-Olten,IC,Extern,2024-05-13 08:57:00,Basel SBB,47,Regen,2024
Zürich-Bern,IC,Extern,2024-05-14 16:23:00,Olten,34,klar,2024
Basel-Lausanne,IC,Rollmaterial,2024-05-14 18:36:00,Lausanne,5,klar,2024
Zürich-Genève,IC,Rollmaterial,2024-05-16 05:22:00,Zürich HB,2,klar,2024
Bern-Biel,IR,Anschlusswarten,2024-05-16 10:38:00,Lyss,3,klar,2024
Zürich-Luzern,IC,Anschlusswarten,2024-05-16 17:40:00,Zug,14,klar,2024
Bern-Biel,IR,Extern,2024-05-17 08:36:00,Lyss,15,Regen,2024
Olten-Zofingen,RE,Rollmaterial,2024-05-19 06:34:00,Zofingen,3,Regen,2024
Zürich-Genève,IC,Infrastruktur,2024-05-19 14:07:00,Bern,4,Regen,2024
Zürich-Genève,IC,Einsteigen,2024-05-20 19:56:00,Genève,2,klar,2024
Lugano-Locarno,RE,Rollmaterial,2024-05-20 23:30:00,Locarno,15,Nebel,2024
Basel-Lausanne,IC,Anschlusswarten,2024-05-22 07:14:00,Basel SBB,3,klar,2024
Zürich-Chur,IC,Rollmaterial,2024-05-22 22:53:00,Zürich HB,9,Regen,2024
Genève-Lausanne,IC,Betrieb,2024-05-23 05:50:00,Lausanne,7,klar,2024
Basel-Olten,IC,Infrastruktur,2024-05-23 09:40:00,Basel SBB,3,klar,2024
Zürich-Bern,IC,Anschlusswarten,2024-05-23 11:17:00,Zürich HB,16,Nebel,2024
Zürich-Chur,IC,Anschlusswarten,2024-05-23 23:00:00,Zürich HB,14,Regen,2024
Lausanne-Brig,IR,Infrastruktur,2024-05-25 06:03:00,Sion,23,klar,2024
Lausanne-Brig,IR,Extern,2024-05-25 19:16:00,Brig,4,Regen,2024
Basel-Olten,IC,Rollmaterial,2024-05-26 07:31:00,Olten,20,klar,2024
Bern-Biel,IR,Infrastruktur,2024-05-26 17:21:00,Lyss,10,Nebel,2024
Zürich-Chur,IC,Extern,2024-05-26 22:31:00,Sargans,14,Schnee,2024
S5 Bern,S,Extern,2024-05-27 05:04:00,Burgdorf,12,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-05-28 09:12:00,Sion,3,klar,2024
S6 Basel,S,Rollmaterial,2024-05-28 10:38:00,Basel SBB,20,klar,2024
St. Gallen-Zürich,IR,Einsteigen,2024-05-29 11:31:00,Winterthur,2,klar,2024
Genève-Lausanne,IC,Infrastruktur,2024-05-29 23:27:00,Nyon,25,klar,2024
St. Gallen-Zürich,IR,Rollmaterial,2024-05-31 18:23:00,St. Gallen,11,klar,2024
Zürich-Luzern,IC,Infrastruktur,2024-05-31 23:27:00,Zürich HB,6,klar,2024
St. Gallen-Zürich,IR,Betrieb,2024-06-02 06:21:00,Zürich HB,2,Regen,2024
Genève-Lausanne,IC,Einsteigen,2024-06-03 18:25:00,Genève,3,Regen,2024
Bern-Biel,IR,Rollmaterial,2024-06-04 10:41:00,Lyss,5,klar,2024
Genève-Lausanne,IC,Betrieb,2024-06-04 17:07:00,Nyon,4,Regen,2024
St. Gallen-Zürich,IR,Rollmaterial,2024-06-04 20:55:00,St. Gallen,12,Regen,2024
Genève-Lausanne,IC,Betrieb,2024-06-04 23:31:00,Lausanne,3,klar,2024
Zürich-Genève,IC,Anschlusswarten,2024-06-05 05:21:00,Genève,3,klar,2024
Lausanne-Brig,IR,Einsteigen,2024-06-05 12:10:00,Sion,4,klar,2024
Basel-Lausanne,IC,Extern,2024-06-06 11:09:00,Basel SBB,2,klar,2024
Zürich-Schaffhausen,IR,Rollmaterial,2024-06-07 06:33:00,Schaffhausen,6,klar,2024
Zürich-Bern,IC,Betrieb,2024-06-07 13:05:00,Olten,2,klar,2024
Zürich-Schaffhausen,IR,Anschlusswarten,2024-06-08 08:45:00,Schaffhausen,4,klar,2024
Zürich-Schaffhausen,IR,Infrastruktur,2024-06-10 17:09:00,Zürich HB,14,klar,2024
Zürich-Luzern,IC,Einsteigen,2024-06-11 07:16:00,Luzern,2,klar,2024
Bern-Belp,RE,Extern,2024-06-11 20:26:00,Belp,7,Regen,2024
Zürich-Chur,IC,Rollmaterial,2024-06-12 06:57:00,Sargans,3,Regen,2024
Bern-Biel,IR,Infrastruktur,2024-06-12 09:15:00,Bern,16,klar,2024
Lausanne-Brig,IR,Einsteigen,2024-06-12 18:43:00,Sion,3,klar,2024
Basel-Lausanne,IC,Anschlusswarten,2024-06-13 07:30:00,Bern,5,Regen,2024
Genève-Lausanne,IC,Betrieb,2024-06-13 15:06:00,Lausanne,27,klar,2024
S2 Zürich,S,Infrastruktur,2024-06-13 18:03:00,Effretikon,12,klar,2024
Basel-Lausanne,IC,Extern,2024-06-13 23:34:00,Basel SBB,2,klar,2024
Zürich-Schaffhausen,IR,Anschlusswarten,2024-06-14 06:56:00,Schaffhausen,2,Regen,2024
Zürich-Bern,IC,Extern,2024-06-14 09:37:00,Bern,2,Regen,2024
Lugano-Locarno,RE,Betrieb,2024-06-14 12:59:00,Lugano,3,klar,2024
Bern-Biel,IR,Infrastruktur,2024-06-15 10:29:00,Bern,3,klar,2024
Basel-Lausanne,IC,Betrieb,2024-06-16 20:49:00,Lausanne,21,klar,2024
S5 Bern,S,Infrastruktur,2024-06-17 16:09:00,Burgdorf,14,klar,2024
Zürich-Schaffhausen,IR,Rollmaterial,2024-06-17 17:32:00,Zürich HB,12,klar,2024
Basel-Olten,IC,Rollmaterial,2024-06-17 19:27:00,Olten,21,klar,2024
Bern-Biel,IR,Extern,2024-06-19 11:43:00,Bern,10,klar,2024
Zürich-Luzern,IC,Einsteigen,2024-06-21 14:41:00,Zug,10,klar,2024
Lausanne-Brig,IR,Einsteigen,2024-06-22 09:05:00,Brig,3,Regen,2024
Lugano-Locarno,RE,Anschlusswarten,2024-06-22 23:28:00,Locarno,3,klar,2024
Zürich-Chur,IC,Extern,2024-06-23 20:17:00,Chur,6,Regen,2024
S1 Lausanne,S,Rollmaterial,2024-06-24 21:35:00,Lausanne,4,klar,2024
Zürich-Chur,IC,Infrastruktur,2024-06-25 05:13:00,Zürich HB,11,klar,2024
Zürich-Bern,IC,Betrieb,2024-06-25 10:35:00,Zürich HB,5,klar,2024
Zürich-Genève,IC,Rollmaterial,2024-06-25 22:24:00,Zürich HB,2,Nebel,2024
Zürich-Luzern,IC,Anschlusswarten,2024-06-26 07:29:00,Zug,5,klar,2024
Bern-Belp,RE,Einsteigen,2024-06-26 09:25:00,Bern,2,klar,2024
Zürich-Bern,IC,Extern,2024-06-26 15:11:00,Olten,4,klar,2024
Genève-Lausanne,IC,Einsteigen,2024-06-28 17:10:00,Genève,7,Regen,2024
Zürich-Chur,IC,Infrastruktur,2024-06-29 17:23:00,Zürich HB,4,klar,2024
Basel-Lausanne,IC,Einsteigen,2024-06-29 20:38:00,Basel SBB,2,klar,2024
S1 Lausanne,S,Anschlusswarten,2024-07-03 20:08:00,Yverdon,2,klar,2024
Bern-Belp,RE,Extern,2024-07-04 14:47:00,Bern,9,Regen,2024
Bern-Biel,IR,Extern,2024-07-04 16:30:00,Bern,11,klar,2024
Zürich-Chur,IC,Betrieb,2024-07-04 22:35:00,Zürich HB,21,klar,2024
Bern-Belp,RE,Infrastruktur,2024-07-05 06:45:00,Bern,29,klar,2024
S2 Zürich,S,Anschlusswarten,2024-07-05 21:45:00,Effretikon,13,klar,2024
Genève-Lausanne,IC,Anschlusswarten,2024-07-06 12:42:00,Genève,8,klar,2024
Bern-Brig,IC,Extern,2024-07-08 21:02:00,Bern,16,klar,2024
Lugano-Locarno,RE,Infrastruktur,2024-07-09 11:40:00,Lugano,12,Regen,2024
Lugano-Locarno,RE,Betrieb,2024-07-09 17:36:00,Locarno,6,klar,2024
Bern-Belp,RE,Infrastruktur,2024-07-09 18:03:00,Belp,3,klar,2024
Basel-Lausanne,IC,Anschlusswarten,2024-07-10 16:01:00,Basel SBB,15,klar,2024
Lausanne-Brig,IR,Einsteigen,2024-07-12 07:40:00,Brig,2,klar,2024
Bern-Brig,IC,Extern,2024-07-12 21:16:00,Bern,5,klar,2024
Zürich-Luzern,IC,Rollmaterial,2024-07-13 12:29:00,Zürich HB,2,klar,2024
St. Gallen-Zürich,IR,Anschlusswarten,2024-07-14 05:51:00,Winterthur,2,klar,2024
Lausanne-Brig,IR,Infrastruktur,2024-07-14 18:54:00,Sion,5,klar,2024
Genève-Lausanne,IC,Extern,2024-07-15 16:01:00,Lausanne,2,Schnee,2024
Genève-Lausanne,IC,Anschlusswarten,2024-07-15 16:29:00,Nyon,2,Regen,2024
Zürich-Genève,IC,Infrastruktur,2024-07-15 21:12:00,Bern,5,klar,2024
Bern-Brig,IC,Einsteigen,2024-07-16 05:26:00,Spiez,2,klar,2024
Genève-Lausanne,IC,Infrastruktur,2024-07-16 17:52:00,Lausanne,37,klar,2024
S1 Lausanne,S,Anschlusswarten,2024-07-16 21:44:00,Yverdon,6,klar,2024
Zürich-Luzern,IC,Betrieb,2024-07-17 01:25:00,Luzern,18,Nebel,2024
Genève-Lausanne,IC,Einsteigen,2024-07-17 08:21:00,Nyon,2,klar,2024
Zürich-Bern,IC,Einsteigen,2024-07-17 09:38:00,Zürich HB,3,Schnee,2024
Lausanne-Brig,IR,Infrastruktur,2024-07-17 11:14:00,Brig,6,Regen,2024
S6 Basel,S,Einsteigen,2024-07-17 13:16:00,Basel SBB,2,klar,2024
St. Gallen-Zürich,IR,Infrastruktur,2024-07-18 06:39:00,Zürich HB,3,klar,2024
Lausanne-Brig,IR,Anschlusswarten,2024-07-19 21:58:00,Lausanne,2,Regen,2024
Olten-Zofingen,RE,Betrieb,2024-07-20 03:16:00,Olten,6,klar,2024
Lausanne-Brig,IR,Extern,2024-07-20 22:46:00,Lausanne,3,Regen,2024
